bin.chrom	bin.start.chrompos	bin.start.abspos	bin.end.chrompos	median.len	median.len.ratio
chr18	25343141	2606710215	25937366	256.0	0.000203060019307
chr18	25937366	2607304440	26533486	254.5	0.000201870214506
chr18	26533486	2607900560	27147308	266.5	0.000211388652911
chr18	27147308	2608514382	27758503	252.5	0.000200283808105
chr18	27758503	2609125577	28339926	255.0	0.000202266816106
chr18	28339926	2609707000	28946448	250.5	0.000198697401704
chr18	28946448	2610313522	29516992	259.0	0.000205439628908
chr18	29516992	2610884066	30099222	251.5	0.000199490604905
chr18	30099222	2611466296	30663234	252.0	0.000199887206505
chr18	30663234	2612030308	31250344	256.5	0.000203456620907
chr18	31250344	2612617418	31848414	263.0	0.000208612441709
chr18	31848414	2613215488	32431725	253.0	0.000200680409705
chr18	32431725	2613798799	33011254	251.0	0.000199094003304
chr18	33011254	2614378328	33598961	261.0	0.000207026035309
chr18	33598961	2614966035	34140606	239.5	0.0001899721665
chr18	34140606	2615507680	34717760	242.5	0.000192351776101
chr18	34717760	2616084834	35259339	241.0	0.0001911619713
chr18	35259339	2616626413	35814616	250.0	0.000198300800104
chr18	35814616	2617181690	36344461	241.0	0.0001911619713
chr18	36344461	2617711535	36926602	245.0	0.000194334784102
chr18	36926602	2618293676	37499965	249.0	0.000197507596904
chr18	37499965	2618867039	38094281	260.0	0.000206232832108
chr18	38094281	2619461355	38675776	260.0	0.000206232832108
chr18	38675776	2620042850	39257660	264.0	0.00020940564491
chr18	39257660	2620624734	39844465	256.5	0.000203456620907
chr18	39844465	2621211539	40409554	250.0	0.000198300800104
chr18	40409554	2621776628	40982945	250.0	0.000198300800104
chr18	40982945	2622350019	41547223	260.0	0.000206232832108
chr18	41547223	2622914297	42139266	251.0	0.000199094003304
chr18	42139266	2623506340	42671808	242.5	0.000192351776101
chr18	42671808	2624038882	43203971	247.0	0.000195921190503
chr18	43203971	2624571045	43748172	247.5	0.000196317792103
chr18	43748172	2625115246	44277167	248.0	0.000196714393703
chr18	44277167	2625644241	44843164	254.0	0.000201473612906
chr18	44843164	2626210238	45379217	244.0	0.000193541580902
chr18	45379217	2626746291	45934113	246.5	0.000195524588903
chr18	45934113	2627301187	46461122	241.0	0.0001911619713
chr18	46461122	2627828196	47035587	249.5	0.000197904198504
chr18	47035587	2628402661	47564898	235.0	0.000186402752098
chr18	47564898	2628931972	48121133	247.0	0.000195921190503
chr18	48121133	2629488207	48696371	249.0	0.000197507596904
chr18	48696371	2630063445	49240691	249.0	0.000197507596904
chr18	49240691	2630607765	49812902	251.0	0.000199094003304
chr18	49812902	2631179976	50352459	250.5	0.000198697401704
chr18	50352459	2631719533	50904184	244.0	0.000193541580902
chr18	50904184	2632271258	51491374	250.0	0.000198300800104
chr18	51491374	2632858448	52257635	259.0	0.000205439628908
chr18	52257635	2633624709	52802710	252.0	0.000199887206505
chr18	52802710	2634169784	53345768	253.0	0.000200680409705
chr18	53345768	2634712842	53901351	246.0	0.000195127987302
chr18	53901351	2635268425	54453623	245.0	0.000194334784102
chr18	54453623	2635820697	54999947	249.0	0.000197507596904
chr18	54999947	2636367021	55564437	247.0	0.000195921190503
chr18	55564437	2636931511	56102549	253.5	0.000201077011306
chr18	56102549	2637469623	56669401	250.5	0.000198697401704
chr18	56669401	2638036475	57210108	252.0	0.000199887206505
chr18	57210108	2638577182	57743076	247.5	0.000196317792103
chr18	57743076	2639110150	58320390	252.5	0.000200283808105
chr18	58320390	2639687464	58891468	257.0	0.000203853222507
chr18	58891468	2640258542	59448488	250.0	0.000198300800104
chr18	59448488	2640815562	60036398	252.5	0.000200283808105
chr18	60036398	2641403472	60584269	247.0	0.000195921190503
chr18	60584269	2641951343	61129158	250.5	0.000198697401704
chr18	61129158	2642496232	61712753	258.5	0.000205043027308
chr18	61712753	2643079827	62315846	251.0	0.000199094003304
chr18	62315846	2643682920	62879174	262.0	0.000207819238509
chr18	62879174	2644246248	63472075	263.0	0.000208612441709
chr18	63472075	2644839149	64058273	255.0	0.000202266816106
chr18	64058273	2645425347	64661177	251.5	0.000199490604905
chr18	64661177	2646028251	65276715	260.0	0.000206232832108
chr18	65276715	2646643789	65836219	256.0	0.000203060019307
chr18	65836219	2647203293	66414843	257.0	0.000203853222507
chr18	66414843	2647781917	66995460	251.0	0.000199094003304
chr18	66995460	2648362534	67569777	256.5	0.000203456620907
chr18	67569777	2648936851	68158006	259.0	0.000205439628908
chr18	68158006	2649525080	68748457	253.0	0.000200680409705
chr18	68748457	2650115531	69336648	249.0	0.000197507596904
chr18	69336648	2650703722	69928194	259.0	0.000205439628908
chr18	69928194	2651295268	70475205	244.0	0.000193541580902
chr18	70475205	2651842279	71067697	250.0	0.000198300800104
chr18	71067697	2652434771	71629139	250.0	0.000198300800104
chr18	71629139	2652996213	72181082	251.0	0.000199094003304
chr18	72181082	2653548156	72799629	249.0	0.000197507596904
chr18	72799629	2654166703	73345921	245.0	0.000194334784102
chr18	73345921	2654712995	73888966	257.0	0.000203853222507
chr18	73888966	2655256040	74446318	243.0	0.000192748377701
chr18	74446318	2655813392	74996752	249.0	0.000197507596904
chr18	74996752	2656363826	75567743	241.0	0.0001911619713
chr18	75567743	2656934817	76172978	253.0	0.000200680409705
chr18	76172978	2657540052	76771546	252.0	0.000199887206505
chr18	76771546	2658138620	77389251	252.0	0.000199887206505
chr18	77389251	2658756325	78077248	250.0	0.000198300800104
chr19	0	2659444322	1013605	264.5	0.00020980224651
chr19	1013605	2660457927	1679582	261.5	0.000207422636909
chr19	1679582	2661123904	2328499	260.0	0.000206232832108
chr19	2328499	2661772821	2919783	254.5	0.000201870214506
chr19	2919783	2662364105	3528503	254.0	0.000201473612906
chr19	3528503	2662972825	4130117	259.0	0.000205439628908
chr19	4130117	2663574439	4715509	250.5	0.000198697401704
chr19	4715509	2664159831	5259158	255.0	0.000202266816106
chr19	5259158	2664703480	5820868	247.0	0.000195921190503
chr19	5820868	2665265190	6368298	251.0	0.000199094003304
chr19	6368298	2665812620	6933462	250.0	0.000198300800104
chr19	6933462	2666377784	7590196	243.0	0.000192748377701
chr19	7590196	2667034518	8169435	243.5	0.000193144979301
chr19	8169435	2667613757	8799223	249.5	0.000197904198504
chr19	8799223	2668243545	9358898	246.0	0.000195127987302
chr19	9358898	2668803220	9909562	245.0	0.000194334784102
chr19	9909562	2669353884	10469696	247.5	0.000196317792103
chr19	10469696	2669914018	10991318	243.0	0.000192748377701
chr19	10991318	2670435640	11512718	244.0	0.000193541580902
chr19	11512718	2670957040	12057688	246.0	0.000195127987302
chr19	12057688	2671502010	12603561	246.0	0.000195127987302
chr19	12603561	2672047883	13151785	250.0	0.000198300800104
chr19	13151785	2672596107	13696211	242.5	0.000192351776101
chr19	13696211	2673140533	14240894	245.0	0.000194334784102
chr19	14240894	2673685216	14799536	253.0	0.000200680409705
chr19	14799536	2674243858	15291885	232.5	0.000184419744097
chr19	15291885	2674736207	15840119	245.5	0.000194731385702
chr19	15840119	2675284441	16376538	249.5	0.000197904198504
chr19	16376538	2675820860	16887616	247.0	0.000195921190503
chr19	16887616	2676331938	17409416	246.0	0.000195127987302
chr19	17409416	2676853738	17943966	246.5	0.000195524588903
chr19	17943966	2677388288	18467721	242.0	0.000191955174501
chr19	18467721	2677912043	19029429	250.0	0.000198300800104
chr19	19029429	2678473751	19555927	246.0	0.000195127987302
chr19	19555927	2679000249	20115383	247.0	0.000195921190503
chr19	20115383	2679559705	20789292	254.5	0.000201870214506
chr19	20789292	2680233614	21391384	259.5	0.000205836230508
chr19	21391384	2680835706	21962832	247.0	0.000195921190503
chr19	21962832	2681407154	22564772	253.0	0.000200680409705
chr19	22564772	2682009094	23178854	253.0	0.000200680409705
chr19	23178854	2682623176	23746629	249.5	0.000197904198504
chr19	23746629	2683190951	24342928	246.0	0.000195127987302
chr19	24342928	2683787250	28495742	255.0	0.000202266816106
chr19	28495742	2687940064	29045521	243.0	0.000192748377701
chr19	29045521	2688489843	29601498	246.0	0.000195127987302
chr19	29601498	2689045820	30174576	248.0	0.000196714393703
chr19	30174576	2689618898	30734211	247.0	0.000195921190503
chr19	30734211	2690178533	31255551	237.0	0.000187989158499
chr19	31255551	2690699873	31790800	248.0	0.000196714393703
chr19	31790800	2691235122	32335560	238.0	0.000188782361699
chr19	32335560	2691779882	32866302	238.0	0.000188782361699
chr19	32866302	2692310624	33417906	243.0	0.000192748377701
chr19	33417906	2692862228	33953891	250.0	0.000198300800104
chr19	33953891	2693398213	34479693	239.0	0.000189575564899
chr19	34479693	2693924015	35008068	241.0	0.0001911619713
chr19	35008068	2694452390	35575457	247.0	0.000195921190503
chr19	35575457	2695019779	36104681	242.0	0.000191955174501
chr19	36104681	2695549003	36659551	246.0	0.000195127987302
chr19	36659551	2696103873	37231061	253.0	0.000200680409705
chr19	37231061	2696675383	37823671	253.0	0.000200680409705
chr19	37823671	2697267993	38379022	258.5	0.000205043027308
chr19	38379022	2697823344	38902835	239.5	0.0001899721665
chr19	38902835	2698347157	39437718	245.5	0.000194731385702
chr19	39437718	2698882040	40008421	249.0	0.000197507596904
chr19	40008421	2699452743	40582167	239.5	0.0001899721665
chr19	40582167	2700026489	41131077	239.5	0.0001899721665
chr19	41131077	2700575399	41707696	245.0	0.000194334784102
chr19	41707696	2701152018	42292055	249.5	0.000197904198504
chr19	42292055	2701736377	42877700	247.5	0.000196317792103
chr19	42877700	2702322022	43531223	250.0	0.000198300800104
chr19	43531223	2702975545	44185165	241.5	0.000191558572901
chr19	44185165	2703629487	44749430	253.5	0.000201077011306
chr19	44749430	2704193752	45319438	248.0	0.000196714393703
chr19	45319438	2704763760	45868691	249.5	0.000197904198504
chr19	45868691	2705313013	46466752	259.0	0.000205439628908
chr19	46466752	2705911074	47035450	245.5	0.000194731385702
chr19	47035450	2706479772	47604157	247.0	0.000195921190503
chr19	47604157	2707048479	48139967	242.0	0.000191955174501
chr19	48139967	2707584289	48706265	240.0	0.0001903687681
chr19	48706265	2708150587	49293306	248.0	0.000196714393703
chr19	49293306	2708737628	49880839	251.0	0.000199094003304
chr19	49880839	2709325161	50480111	251.5	0.000199490604905
chr19	50480111	2709924433	51086990	250.5	0.000198697401704
chr19	51086990	2710531312	51656197	251.0	0.000199094003304
chr19	51656197	2711100519	52214412	243.5	0.000193144979301
chr19	52214412	2711658734	52775044	252.5	0.000200283808105
chr19	52775044	2712219366	53311081	241.0	0.0001911619713
chr19	53311081	2712755403	53853534	244.0	0.000193541580902
chr19	53853534	2713297856	54359751	234.0	0.000185609548897
chr19	54359751	2713804073	54996475	261.0	0.000207026035309
chr19	54996475	2714440797	55716210	248.0	0.000196714393703
chr19	55716210	2715160532	56323082	250.0	0.000198300800104
chr19	56323082	2715767404	56897927	247.0	0.000195921190503
chr19	56897927	2716342249	57443901	235.0	0.000186402752098
chr19	57443901	2716888223	57970657	243.0	0.000192748377701
chr19	57970657	2717414979	58537803	245.0	0.000194334784102
chr19	58537803	2717982125	59128983	241.0	0.0001911619713
chr20	0	2718573305	613709	253.0	0.000200680409705
chr20	613709	2719187014	1162058	244.0	0.000193541580902
chr20	1162058	2719735363	1700270	240.0	0.0001903687681
chr20	1700270	2720273575	2272224	247.0	0.000195921190503
chr20	2272224	2720845529	2838879	250.0	0.000198300800104
chr20	2838879	2721412184	3376352	251.0	0.000199094003304
chr20	3376352	2721949657	3931276	244.0	0.000193541580902
chr20	3931276	2722504581	4484138	249.0	0.000197507596904
chr20	4484138	2723057443	5007421	248.0	0.000196714393703
chr20	5007421	2723580726	5575518	254.0	0.000201473612906
chr20	5575518	2724148823	6101084	245.0	0.000194334784102
chr20	6101084	2724674389	6686011	243.0	0.000192748377701
chr20	6686011	2725259316	7265945	253.0	0.000200680409705
chr20	7265945	2725839250	7838961	248.0	0.000196714393703
chr20	7838961	2726412266	8390173	256.0	0.000203060019307
chr20	8390173	2726963478	8951765	253.0	0.000200680409705
chr20	8951765	2727525070	9479170	241.0	0.0001911619713
chr20	9479170	2728052475	10019229	251.0	0.000199094003304
chr20	10019229	2728592534	10575080	253.0	0.000200680409705
chr20	10575080	2729148385	11109362	244.0	0.000193541580902
chr20	11109362	2729682667	11653817	248.0	0.000196714393703
chr20	11653817	2730227122	12232805	251.0	0.000199094003304
chr20	12232805	2730806110	12826978	247.0	0.000195921190503
chr20	12826978	2731400283	13368996	253.0	0.000200680409705
chr20	13368996	2731942301	13934446	254.0	0.000201473612906
chr20	13934446	2732507751	14536367	254.0	0.000201473612906
chr20	14536367	2733109672	15105842	251.0	0.000199094003304
chr20	15105842	2733679147	15660309	246.0	0.000195127987302
chr20	15660309	2734233614	16194980	247.0	0.000195921190503
chr20	16194980	2734768285	16716187	241.0	0.0001911619713
chr20	16716187	2735289492	17266347	243.0	0.000192748377701
chr20	17266347	2735839652	17812108	247.0	0.000195921190503
chr20	17812108	2736385413	18362215	250.0	0.000198300800104
chr20	18362215	2736935520	18886121	243.0	0.000192748377701
chr20	18886121	2737459426	19435726	240.0	0.0001903687681
chr20	19435726	2738009031	19955939	233.0	0.000184816345697
chr20	19955939	2738529244	20489617	245.0	0.000194334784102
chr20	20489617	2739062922	21019890	239.0	0.000189575564899
chr20	21019890	2739593195	21608777	249.0	0.000197507596904
chr20	21608777	2740182082	22188581	257.0	0.000203853222507
chr20	22188581	2740761886	22744119	247.0	0.000195921190503
chr20	22744119	2741317424	23267287	246.0	0.000195127987302
chr20	23267287	2741840592	23836095	235.0	0.000186402752098
chr20	23836095	2742409400	24377161	243.0	0.000192748377701
chr20	24377161	2742950466	24900563	233.0	0.000184816345697
chr20	24900563	2743473868	25429131	247.0	0.000195921190503
chr20	25429131	2744002436	26199107	261.0	0.000207026035309
chr20	26199107	2744772412	30228472	259.0	0.000205439628908
chr20	30228472	2748801777	30763191	253.0	0.000200680409705
chr20	30763191	2749336496	31302499	240.0	0.0001903687681
chr20	31302499	2749875804	31832091	248.0	0.000196714393703
chr20	31832091	2750405396	32375961	239.0	0.000189575564899
chr20	32375961	2750949266	32934016	256.0	0.000203060019307
chr20	32934016	2751507321	33481152	249.0	0.000197507596904
chr20	33481152	2752054457	34015217	238.0	0.000188782361699
chr20	34015217	2752588522	34567660	252.0	0.000199887206505
chr20	34567660	2753140965	35150252	246.0	0.000195127987302
chr20	35150252	2753723557	35684743	249.0	0.000197507596904
chr20	35684743	2754258048	36219074	255.0	0.000202266816106
chr20	36219074	2754792379	36760491	256.0	0.000203060019307
chr20	36760491	2755333796	37286764	246.0	0.000195127987302
chr20	37286764	2755860069	37831154	246.0	0.000195127987302
chr20	37831154	2756404459	38367903	248.0	0.000196714393703
chr20	38367903	2756941208	38934058	244.0	0.000193541580902
chr20	38934058	2757507363	39447981	238.0	0.000188782361699
chr20	39447981	2758021286	39974842	244.0	0.000193541580902
chr20	39974842	2758548147	40524790	245.0	0.000194334784102
chr20	40524790	2759098095	41051785	240.0	0.0001903687681
chr20	41051785	2759625090	41561199	238.0	0.000188782361699
chr20	41561199	2760134504	42095479	245.0	0.000194334784102
chr20	42095479	2760668784	42595086	245.0	0.000194334784102
chr20	42595086	2761168391	43125253	256.0	0.000203060019307
chr20	43125253	2761698558	43671097	238.0	0.000188782361699
chr20	43671097	2762244402	44236194	256.0	0.000203060019307
chr20	44236194	2762809499	44796487	247.0	0.000195921190503
chr20	44796487	2763369792	45335759	237.0	0.000187989158499
chr20	45335759	2763909064	45858676	236.0	0.000187195955298
chr20	45858676	2764431981	46381093	242.0	0.000191955174501
chr20	46381093	2764954398	46927842	243.0	0.000192748377701
chr20	46927842	2765501147	47461607	241.0	0.0001911619713
chr20	47461607	2766034912	47973674	244.0	0.000193541580902
chr20	47973674	2766546979	48486088	244.0	0.000193541580902
chr20	48486088	2767059393	49039963	249.0	0.000197507596904
chr20	49039963	2767613268	49576720	249.0	0.000197507596904
chr20	49576720	2768150025	50108926	250.0	0.000198300800104
chr20	50108926	2768682231	50633145	240.0	0.0001903687681
chr20	50633145	2769206450	51159097	238.0	0.000188782361699
chr20	51159097	2769732402	51681857	241.0	0.0001911619713
chr20	51681857	2770255162	52239781	239.0	0.000189575564899
chr20	52239781	2770813086	52766849	242.0	0.000191955174501
chr20	52766849	2771340154	53308113	252.0	0.000199887206505
chr20	53308113	2771881418	53873569	252.0	0.000199887206505
chr20	53873569	2772446874	54449910	254.0	0.000201473612906
chr20	54449910	2773023215	54980420	240.0	0.0001903687681
chr20	54980420	2773553725	55470202	236.0	0.000187195955298
chr20	55470202	2774043507	56005160	245.0	0.000194334784102
chr20	56005160	2774578465	56543703	242.0	0.000191955174501
chr20	56543703	2775117008	57073164	246.0	0.000195127987302
chr20	57073164	2775646469	57659757	247.0	0.000195921190503
chr20	57659757	2776233062	58199009	243.0	0.000192748377701
chr20	58199009	2776772314	58752934	243.0	0.000192748377701
chr20	58752934	2777326239	59291558	249.0	0.000197507596904
chr20	59291558	2777864863	59801865	238.0	0.000188782361699
chr20	59801865	2778375170	60347268	236.0	0.000187195955298
chr20	60347268	2778920573	60947688	247.0	0.000195921190503
chr20	60947688	2779520993	61650269	253.0	0.000200680409705
chr20	61650269	2780223574	62303439	253.0	0.000200680409705
chr20	62303439	2780876744	63025520	248.0	0.000196714393703
chr21	0	2781598825	14899583	276.0	0.000218924083315
chr21	14899583	2796498408	15849660	258.0	0.000204646425707
chr21	15849660	2797448485	16446913	249.5	0.000197904198504
chr21	16446913	2798045738	16983776	251.0	0.000199094003304
chr21	16983776	2798582601	17578100	255.5	0.000202663417706
chr21	17578100	2799176925	18166228	255.0	0.000202266816106
chr21	18166228	2799765053	18785334	250.0	0.000198300800104
chr21	18785334	2800384159	19370482	262.5	0.000208215840109
chr21	19370482	2800969307	19956587	257.0	0.000203853222507
chr21	19956587	2801555412	20566616	245.0	0.000194334784102
chr21	20566616	2802165441	21139772	257.5	0.000204249824107
chr21	21139772	2802738597	21740157	255.5	0.000202663417706
chr21	21740157	2803338982	22308749	256.5	0.000203456620907
chr21	22308749	2803907574	22893836	265.0	0.00021019884811
chr21	22893836	2804492661	23479497	248.5	0.000197110995303
chr21	23479497	2805078322	24057329	254.5	0.000201870214506
chr21	24057329	2805656154	24606001	252.0	0.000199887206505
chr21	24606001	2806204826	25190099	256.5	0.000203456620907
chr21	25190099	2806788924	25776311	265.0	0.00021019884811
chr21	25776311	2807375136	26339342	247.0	0.000195921190503
chr21	26339342	2807938167	26924136	251.0	0.000199094003304
chr21	26924136	2808522961	27490463	253.0	0.000200680409705
chr21	27490463	2809089288	28064007	245.0	0.000194334784102
chr21	28064007	2809662832	28620985	258.0	0.000204646425707
chr21	28620985	2810219810	29206045	247.5	0.000196317792103
chr21	29206045	2810804870	29856927	263.0	0.000208612441709
chr21	29856927	2811455752	30418521	248.0	0.000196714393703
chr21	30418521	2812017346	30972881	254.0	0.000201473612906
chr21	30972881	2812571706	31528214	246.0	0.000195127987302
chr21	31528214	2813127039	32073315	249.0	0.000197507596904
chr21	32073315	2813672140	32635093	251.0	0.000199094003304
chr21	32635093	2814233918	33161598	253.0	0.000200680409705
chr21	33161598	2814760423	33704150	249.0	0.000197507596904
chr21	33704150	2815302975	34243514	255.0	0.000202266816106
chr21	34243514	2815842339	34801364	252.0	0.000199887206505
chr21	34801364	2816400189	35337693	250.0	0.000198300800104
chr21	35337693	2816936518	35857772	243.5	0.000193144979301
chr21	35857772	2817456597	36386569	245.5	0.000194731385702
chr21	36386569	2817985394	36929875	244.0	0.000193541580902
chr21	36929875	2818528700	37471550	245.5	0.000194731385702
chr21	37471550	2819070375	37995861	244.0	0.000193541580902
chr21	37995861	2819594686	38549705	249.0	0.000197507596904
chr21	38549705	2820148530	39101784	242.5	0.000192351776101
chr21	39101784	2820700609	39636441	247.0	0.000195921190503
chr21	39636441	2821235266	40165553	251.0	0.000199094003304
chr21	40165553	2821764378	40704473	245.0	0.000194334784102
chr21	40704473	2822303298	41251891	253.5	0.000201077011306
chr21	41251891	2822850716	41792676	239.0	0.000189575564899
chr21	41792676	2823391501	42334444	242.0	0.000191955174501
chr21	42334444	2823933269	42866469	239.0	0.000189575564899
chr21	42866469	2824465294	43464831	246.0	0.000195127987302
chr21	43464831	2825063656	43999512	246.5	0.000195524588903
chr21	43999512	2825598337	44562567	249.0	0.000197507596904
chr21	44562567	2826161392	45189805	249.0	0.000197507596904
chr21	45189805	2826788630	45762500	251.5	0.000199490604905
chr21	45762500	2827361325	46336511	253.0	0.000200680409705
chr21	46336511	2827935336	46920069	242.0	0.000191955174501
chr21	46920069	2828518894	47520157	247.0	0.000195921190503
chr21	47520157	2829118982	48129895	255.0	0.000202266816106
chr22	0	2829728720	17648456	259.0	0.000205439628908
chr22	17648456	2847377176	18183823	248.0	0.000196714393703
chr22	18183823	2847912543	18967226	253.0	0.000200680409705
chr22	18967226	2848695946	19504968	247.0	0.000195921190503
chr22	19504968	2849233688	20038873	245.0	0.000194334784102
chr22	20038873	2849767593	20948072	252.0	0.000199887206505
chr22	20948072	2850676792	21798696	237.0	0.000187989158499
chr22	21798696	2851527416	22406804	250.0	0.000198300800104
chr22	22406804	2852135524	23022662	253.0	0.000200680409705
chr22	23022662	2852751382	23551688	235.0	0.000186402752098
chr22	23551688	2853280408	24130952	252.0	0.000199887206505
chr22	24130952	2853859672	24721633	247.0	0.000195921190503
chr22	24721633	2854450353	25286205	244.0	0.000193541580902
chr22	25286205	2855014925	25884274	249.0	0.000197507596904
chr22	25884274	2855612994	26417340	240.0	0.0001903687681
chr22	26417340	2856146060	26935801	241.0	0.0001911619713
chr22	26935801	2856664521	27486887	242.0	0.000191955174501
chr22	27486887	2857215607	28005856	241.0	0.0001911619713
chr22	28005856	2857734576	28600339	239.0	0.000189575564899
chr22	28600339	2858329059	29203207	261.0	0.000207026035309
chr22	29203207	2858931927	29751472	247.0	0.000195921190503
chr22	29751472	2859480192	30293599	241.0	0.0001911619713
chr22	30293599	2860022319	30819097	245.0	0.000194334784102
chr22	30819097	2860547817	31320296	246.0	0.000195127987302
chr22	31320296	2861049016	31874720	247.0	0.000195921190503
chr22	31874720	2861603440	32389289	237.0	0.000187989158499
chr22	32389289	2862118009	32960401	242.0	0.000191955174501
chr22	32960401	2862689121	33505833	246.0	0.000195127987302
chr22	33505833	2863234553	34032583	236.0	0.000187195955298
chr22	34032583	2863761303	34550786	239.0	0.000189575564899
chr22	34550786	2864279506	35093091	247.0	0.000195921190503
chr22	35093091	2864821811	35608927	236.0	0.000187195955298
chr22	35608927	2865337647	36154709	242.5	0.000192351776101
chr22	36154709	2865883429	36707790	254.5	0.000201870214506
chr22	36707790	2866436510	37256335	248.0	0.000196714393703
chr22	37256335	2866985055	37833364	254.0	0.000201473612906
chr22	37833364	2867562084	38399095	256.5	0.000203456620907
chr22	38399095	2868127815	38985155	255.0	0.000202266816106
chr22	38985155	2868713875	39543226	249.0	0.000197507596904
chr22	39543226	2869271946	40096094	245.5	0.000194731385702
chr22	40096094	2869824814	40663744	255.0	0.000202266816106
chr22	40663744	2870392464	41212009	249.0	0.000197507596904
chr22	41212009	2870940729	41737486	246.0	0.000195127987302
chr22	41737486	2871466206	42261623	246.5	0.000195524588903
chr22	42261623	2871990343	42825150	250.0	0.000198300800104
chr22	42825150	2872553870	43365985	255.0	0.000202266816106
chr22	43365985	2873094705	43914969	243.0	0.000192748377701
chr22	43914969	2873643689	44451606	245.5	0.000194731385702
chr22	44451606	2874180326	44998131	252.0	0.000199887206505
chr22	44998131	2874726851	45546308	252.0	0.000199887206505
chr22	45546308	2875275028	46096759	254.0	0.000201473612906
chr22	46096759	2875825479	46655571	247.5	0.000196317792103
chr22	46655571	2876384291	47205750	244.0	0.000193541580902
chr22	47205750	2876934470	47755493	249.0	0.000197507596904
chr22	47755493	2877484213	48281695	240.5	0.0001907653697
chr22	48281695	2878010415	48816256	236.0	0.000187195955298
chr22	48816256	2878544976	49404885	250.0	0.000198300800104
chr22	49404885	2879133605	49944157	247.0	0.000195921190503
chr22	49944157	2879672877	50578566	243.5	0.000193144979301
chr22	50578566	2880307286	51304566	262.0	0.000207819238509
chrX	0	2881033286	939172	257.0	0.000203853222507
chrX	939172	2881972458	1837697	253.0	0.000200680409705
chrX	1837697	2882870983	2473587	239.0	0.000189575564899
chrX	2473587	2883506873	3027680	246.0	0.000195127987302
chrX	3027680	2884060966	3544025	236.0	0.000187195955298
chrX	3544025	2884577311	4194823	240.0	0.0001903687681
chrX	4194823	2885228109	4712502	256.0	0.000203060019307
chrX	4712502	2885745788	5239364	236.0	0.000187195955298
chrX	5239364	2886272650	5762672	237.0	0.000187989158499
chrX	5762672	2886795958	6290989	250.0	0.000198300800104
chrX	6290989	2887324275	6828312	235.0	0.000186402752098
chrX	6828312	2887861598	7350375	235.0	0.000186402752098
chrX	7350375	2888383661	7951862	245.0	0.000194334784102
chrX	7951862	2888985148	8484711	240.0	0.0001903687681
chrX	8484711	2889517997	9030696	244.0	0.000193541580902
chrX	9030696	2890063982	9559784	240.0	0.0001903687681
chrX	9559784	2890593070	10071064	234.0	0.000185609548897
chrX	10071064	2891104350	10601802	243.0	0.000192748377701
chrX	10601802	2891635088	11215741	259.0	0.000205439628908
chrX	11215741	2892249027	11751070	246.0	0.000195127987302
chrX	11751070	2892784356	12308217	251.0	0.000199094003304
chrX	12308217	2893341503	12834571	244.0	0.000193541580902
chrX	12834571	2893867857	13392971	246.0	0.000195127987302
chrX	13392971	2894426257	13919258	251.0	0.000199094003304
chrX	13919258	2894952544	14488781	256.0	0.000203060019307
chrX	14488781	2895522067	15047851	253.0	0.000200680409705
chrX	15047851	2896081137	15608324	253.0	0.000200680409705
chrX	15608324	2896641610	16174809	253.0	0.000200680409705
chrX	16174809	2897208095	16730027	249.0	0.000197507596904
chrX	16730027	2897763313	17281003	247.0	0.000195921190503
chrX	17281003	2898314289	17847341	242.0	0.000191955174501
chrX	17847341	2898880627	18400487	244.0	0.000193541580902
chrX	18400487	2899433773	18943537	253.0	0.000200680409705
chrX	18943537	2899976823	19497552	242.0	0.000191955174501
chrX	19497552	2900530838	20015016	247.0	0.000195921190503
chrX	20015016	2901048302	20581970	253.0	0.000200680409705
chrX	20581970	2901615256	21189090	247.0	0.000195921190503
chrX	21189090	2902222376	21786880	248.0	0.000196714393703
chrX	21786880	2902820166	22346250	251.0	0.000199094003304
chrX	22346250	2903379536	22921625	249.0	0.000197507596904
chrX	22921625	2903954911	23522991	266.0	0.000210992051311
chrX	23522991	2904556277	24074849	250.0	0.000198300800104
chrX	24074849	2905108135	24615950	241.0	0.0001911619713
chrX	24615950	2905649236	25185854	255.0	0.000202266816106
chrX	25185854	2906219140	25777796	253.0	0.000200680409705
chrX	25777796	2906811082	26377138	246.0	0.000195127987302
chrX	26377138	2907410424	26946393	255.5	0.000202663417706
chrX	26946393	2907979679	27539750	254.5	0.000201870214506
chrX	27539750	2908573036	28122963	252.0	0.000199887206505
chrX	28122963	2909156249	28731328	259.0	0.000205439628908
chrX	28731328	2909764614	29284574	249.5	0.000197904198504
chrX	29284574	2910317860	29847846	245.5	0.000194731385702
chrX	29847846	2910881132	30415814	252.0	0.000199887206505
chrX	30415814	2911449100	31010281	262.0	0.000207819238509
chrX	31010281	2912043567	31596335	255.5	0.000202663417706
chrX	31596335	2912629621	32170152	254.5	0.000201870214506
chrX	32170152	2913203438	32755351	260.0	0.000206232832108
chrX	32755351	2913788637	33319021	258.0	0.000204646425707
chrX	33319021	2914352307	33886964	249.0	0.000197507596904
chrX	33886964	2914920250	34468964	250.0	0.000198300800104
chrX	34468964	2915502250	35034124	252.0	0.000199887206505
chrX	35034124	2916067410	35646298	252.5	0.000200283808105
chrX	35646298	2916679584	36236902	256.0	0.000203060019307
chrX	36236902	2917270188	36811834	238.0	0.000188782361699
chrX	36811834	2917845120	37484359	262.5	0.000208215840109
